line_no,db_id,question,fail_cat,agg_ok,sel_ok,cond_ok,em,pred_sql,gold_sql,gold_struct,pred_struct
7387,2-1876262-3,What percentage of browsers were using Opera in November 2009?,ok,True,True,True,True,SELECT (opera * 100) / (internet_explorer + firefox + safari + opera) FROM wikisql_data WHERE date = 'November 2009',SELECT col4 FROM table WHERE col0 = 'november 2009',"{'agg': 0, 'sel': 4, 'conds': [[0, 0, 'november 2009']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[0, 0, 'november 2009']], 'count_star': False}"
7388,2-18662673-3,"What country has sa/b as the notes, and a time of 5:51.30?",ok,True,True,True,True,SELECT country FROM wikisql_data WHERE notes = 'sa/b' AND time = '5:51.30',SELECT col2 FROM table WHERE col4 = 'sa/b' AND col3 = '5:51.30',"{'agg': 0, 'sel': 2, 'conds': [[4, 0, 'sa/b'], [3, 0, '5:51.30']], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[4, 0, 'sa/b'], [3, 0, '5:51.30']], 'count_star': False}"
7389,2-18662673-3,"Who were the rowers when notes were sa/b, with a time of 5:51.30?",ok,True,True,True,True,SELECT rowers FROM wikisql_data WHERE notes = 'sa/b' AND time = '5:51.30',SELECT col1 FROM table WHERE col4 = 'sa/b' AND col3 = '5:51.30',"{'agg': 0, 'sel': 1, 'conds': [[4, 0, 'sa/b'], [3, 0, '5:51.30']], 'count_star': False}","{'agg': 0, 'sel': 1, 'conds': [[4, 0, 'sa/b'], [3, 0, '5:51.30']], 'count_star': False}"
7390,2-18662673-3,What country is ranked larger than 4?,ok,True,True,True,True,SELECT country FROM wikisql_data WHERE rank > 4,SELECT col2 FROM table WHERE col0 > 4,"{'agg': 0, 'sel': 2, 'conds': [[0, 1, 4]], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[0, 1, 4]], 'count_star': False}"
7391,2-18942405-8,What's the least enrolled when the mascot was the Trojans?,ok,True,True,True,True,SELECT MIN(enrollment) FROM wikisql_data WHERE mascot = 'Trojans',SELECT MIN(col3) FROM table WHERE col2 = 'trojans',"{'agg': 2, 'sel': 3, 'conds': [[2, 0, 'trojans']], 'count_star': False}","{'agg': 2, 'sel': 3, 'conds': [[2, 0, 'trojans']], 'count_star': False}"
7392,2-18942405-8,What's the IHSAA class of the Red Devils?,ok,True,True,True,True,SELECT ihsaa_class FROM wikisql_data WHERE mascot = 'Red Devils',SELECT col4 FROM table WHERE col2 = 'red devils',"{'agg': 0, 'sel': 4, 'conds': [[2, 0, 'red devils']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[2, 0, 'red devils']], 'count_star': False}"
7393,2-1888577-1,"What's the rank when attendance was less than 18,073 and having Northwestern as an opponent?",ok,True,True,True,True,SELECT rank FROM wikisql_data WHERE attendance < 18073 AND opponent = 'Northwestern',"SELECT MAX(col0) FROM table WHERE col1 < '18,073' AND col2 = 'northwestern'","{'agg': 1, 'sel': 0, 'conds': [[1, 2, '18,073'], [2, 0, 'northwestern']], 'count_star': False}","{'agg': 0, 'sel': 0, 'conds': [[1, 2, 18073], [2, 0, 'northwestern']], 'count_star': False}"
7396,2-18626383-2,What is the hometown of the player from Indonesia?,ok,True,True,True,True,SELECT hometown FROM wikisql_data WHERE country = 'Indonesia',SELECT col4 FROM table WHERE col0 = 'indonesia',"{'agg': 0, 'sel': 4, 'conds': [[0, 0, 'indonesia']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[0, 0, 'indonesia']], 'count_star': False}"
7397,2-18988532-1,From what school was the player drafted in round 3?,ok,True,True,True,True,SELECT school FROM wikisql_data WHERE round = 3,SELECT col4 FROM table WHERE col0 = 3,"{'agg': 0, 'sel': 4, 'conds': [[0, 0, 3]], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[0, 0, 3]], 'count_star': False}"
7398,2-18988532-1,From what school was the linebacker that had a pick less than 245 and was drafted in round 6?,ok,True,True,True,True,SELECT school FROM wikisql_data WHERE position = 'linebacker' AND pick < 245 AND round = 6,SELECT col4 FROM table WHERE col3 = 'linebacker' AND col1 < 245 AND col0 = 6,"{'agg': 0, 'sel': 4, 'conds': [[3, 0, 'linebacker'], [1, 2, 245], [0, 0, 6]], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[3, 0, 'linebacker'], [1, 2, 245], [0, 0, 6]], 'count_star': False}"
7399,2-18934662-7,"What is the type if quantity rebuilt is more than 2 and the railway number is 4""…150?",ok,True,True,True,True,"SELECT type FROM wikisql_data WHERE quantity_rebuilt > 2 AND railway_number_s = '4""…150'","SELECT col4 FROM table WHERE col2 > 2 AND col1 = '4""…150'","{'agg': 0, 'sel': 4, 'conds': [[2, 1, 2], [1, 0, '4""…150']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[2, 1, 2], [1, 0, '4""…150']], 'count_star': False}"
7400,2-18934662-7,What was the Rebuildjahr(e) for the T2AA class?,ok,True,True,True,True,SELECT rebuildjahr_e FROM wikisql_data WHERE class = 'T2AA',SELECT col3 FROM table WHERE col0 = 't2aa',"{'agg': 0, 'sel': 3, 'conds': [[0, 0, 't2aa']], 'count_star': False}","{'agg': 0, 'sel': 3, 'conds': [[0, 0, 't2aa']], 'count_star': False}"
7402,2-18711843-5,What date was Chester the away team?,ok,True,True,True,True,SELECT date FROM wikisql_data WHERE away_team = 'Chester',SELECT col4 FROM table WHERE col3 = 'chester',"{'agg': 0, 'sel': 4, 'conds': [[3, 0, 'chester']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[3, 0, 'chester']], 'count_star': False}"
7403,2-18711843-5,What's the score when the Wolverhampton Wanderers played at home?,ok,True,True,True,True,SELECT score FROM wikisql_data WHERE home_team = 'Wolverhampton Wanderers',SELECT col2 FROM table WHERE col1 = 'wolverhampton wanderers',"{'agg': 0, 'sel': 2, 'conds': [[1, 0, 'wolverhampton wanderers']], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[1, 0, 'wolverhampton wanderers']], 'count_star': False}"
7404,2-18711843-5,Who was the home team that played against Manchester United?,ok,True,True,True,True,SELECT home_team FROM wikisql_data WHERE away_team = 'Manchester United',SELECT col1 FROM table WHERE col3 = 'manchester united',"{'agg': 0, 'sel': 1, 'conds': [[3, 0, 'manchester united']], 'count_star': False}","{'agg': 0, 'sel': 1, 'conds': [[3, 0, 'manchester united']], 'count_star': False}"
7405,2-18711843-5,What's the score when the tie number was 6?,ok,True,True,True,True,SELECT score FROM wikisql_data WHERE tie_no = '6',SELECT col2 FROM table WHERE col0 = '6',"{'agg': 0, 'sel': 2, 'conds': [[0, 0, 6]], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[0, 0, 6]], 'count_star': False}"
7406,2-18711843-5,What's the score when the tie number was replay?,ok,True,True,True,True,SELECT score FROM wikisql_data WHERE tie_no = 'replay',SELECT col2 FROM table WHERE col0 = 'replay',"{'agg': 0, 'sel': 2, 'conds': [[0, 0, 'replay']], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[0, 0, 'replay']], 'count_star': False}"
7407,2-18999963-3,What's the episode of Batman?,ok,True,True,True,True,SELECT episode FROM wikisql_data WHERE program = 'Batman',SELECT col3 FROM table WHERE col1 = 'batman',"{'agg': 0, 'sel': 3, 'conds': [[1, 0, 'batman']], 'count_star': False}","{'agg': 0, 'sel': 3, 'conds': [[1, 0, 'batman']], 'count_star': False}"
7408,2-18999963-3,What's the first aired date when Professor Hubert Whitehead was the role?,ok,True,True,True,True,SELECT first_aired FROM wikisql_data WHERE role = 'Professor Hubert Whitehead',SELECT col4 FROM table WHERE col2 = 'professor hubert whitehead',"{'agg': 0, 'sel': 4, 'conds': [[2, 0, 'professor hubert whitehead']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[2, 0, 'professor hubert whitehead']], 'count_star': False}"
7409,2-18999963-3,What's the first aired date of the Animated Series episode?,ok,True,True,True,True,SELECT first_aired FROM wikisql_data WHERE episode = 'Animated Series',SELECT col4 FROM table WHERE col3 = 'animated series',"{'agg': 0, 'sel': 4, 'conds': [[3, 0, 'animated series']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[3, 0, 'animated series']], 'count_star': False}"
7411,2-18999963-3,What episode was first aired in 1976?,ok,True,True,True,True,SELECT episode FROM wikisql_data WHERE first_aired = '1976',SELECT col3 FROM table WHERE col4 = '1976',"{'agg': 0, 'sel': 3, 'conds': [[4, 0, 1976]], 'count_star': False}","{'agg': 0, 'sel': 3, 'conds': [[4, 0, 1976]], 'count_star': False}"
7412,2-18499964-1,What is the most total goals for a player having 0 FA Cup goals and 41 League appearances?,ok,True,True,True,True,SELECT MAX(total_goals) FROM wikisql_data WHERE fa_cup_goals = 0 AND league_apps = '41',SELECT MAX(col9) FROM table WHERE col5 = 0 AND col2 = '41',"{'agg': 1, 'sel': 9, 'conds': [[5, 0, 0], [2, 0, 41]], 'count_star': False}","{'agg': 1, 'sel': 9, 'conds': [[5, 0, 0], [2, 0, 41]], 'count_star': False}"
7416,2-18782055-2,"What is the rank when there is 0 gold, the total is more than 1, and silver is more than 0?",ok,True,True,True,True,SELECT rank FROM wikisql_data WHERE gold = 0 AND total > 1 AND silver > 0,SELECT MAX(col0) FROM table WHERE col2 = 0 AND col5 > 1 AND col3 > 0,"{'agg': 1, 'sel': 0, 'conds': [[2, 0, 0], [5, 1, 1], [3, 1, 0]], 'count_star': False}","{'agg': 0, 'sel': 0, 'conds': [[2, 0, 0], [5, 1, 1], [3, 1, 0]], 'count_star': False}"
7418,2-18792948-6,What is the release date of production number 1327?,ok,True,True,True,True,SELECT release_date FROM wikisql_data WHERE production_number = 1327,SELECT col4 FROM table WHERE col3 = 1327,"{'agg': 0, 'sel': 4, 'conds': [[3, 0, 1327]], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[3, 0, 1327]], 'count_star': False}"
7419,2-18792948-6,What is the highest production number released on 1955-04-02 with i. freleng as the director?,ok,True,True,True,True,SELECT MAX(production_number) FROM wikisql_data WHERE release_date = '1955-04-02' AND director = 'i. freleng',SELECT MAX(col3) FROM table WHERE col2 = 'i. freleng' AND col4 = '1955-04-02',"{'agg': 1, 'sel': 3, 'conds': [[2, 0, 'i. freleng'], [4, 0, '1955-04-02']], 'count_star': False}","{'agg': 1, 'sel': 3, 'conds': [[4, 0, '1955-04-02'], [2, 0, 'i. freleng']], 'count_star': False}"
7420,2-18792948-6,What is the title with the production number greater than 1334 released on 1955-08-27?,ok,True,True,True,True,SELECT title FROM wikisql_data WHERE production_number > 1334 AND release_date = '1955-08-27',SELECT col0 FROM table WHERE col3 > 1334 AND col4 = '1955-08-27',"{'agg': 0, 'sel': 0, 'conds': [[3, 1, 1334], [4, 0, '1955-08-27']], 'count_star': False}","{'agg': 0, 'sel': 0, 'conds': [[3, 1, 1334], [4, 0, '1955-08-27']], 'count_star': False}"
7421,2-18943-1,How many years did the role of Steve Rhoades last?,ok,True,True,True,True,SELECT years FROM wikisql_data WHERE role = 'Steve Rhoades',SELECT col2 FROM table WHERE col1 = 'steve rhoades',"{'agg': 0, 'sel': 2, 'conds': [[1, 0, 'steve rhoades']], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[1, 0, 'steve rhoades']], 'count_star': False}"
7422,2-18943-1,How many episodes did the actor David Faustino appear in?,ok,True,True,True,True,SELECT episodes FROM wikisql_data WHERE actor = 'David Faustino',SELECT col4 FROM table WHERE col0 = 'david faustino',"{'agg': 0, 'sel': 4, 'conds': [[0, 0, 'david faustino']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[0, 0, 'david faustino']], 'count_star': False}"
7423,2-18936986-3,"Which County has a Rank larger than 8, and a Player of joe mckenna?",ok,True,True,True,True,SELECT county FROM wikisql_data WHERE rank > 8 AND player = 'joe mckenna',SELECT col2 FROM table WHERE col0 > 8 AND col1 = 'joe mckenna',"{'agg': 0, 'sel': 2, 'conds': [[0, 1, 8], [1, 0, 'joe mckenna']], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[0, 1, 8], [1, 0, 'joe mckenna']], 'count_star': False}"
7426,2-18402956-3,What is the event when the class is time trial hc a?,ok,True,True,True,True,SELECT event FROM wikisql_data WHERE class = 'time trial hc a',SELECT col0 FROM table WHERE col1 = 'time trial hc a',"{'agg': 0, 'sel': 0, 'conds': [[1, 0, 'time trial hc a']], 'count_star': False}","{'agg': 0, 'sel': 0, 'conds': [[1, 0, 'time trial hc a']], 'count_star': False}"
7427,2-18402956-3,Who received gold when the event is road race details and silver is max weber germany (ger)?,ok,True,True,True,True,SELECT gold FROM wikisql_data WHERE event = 'road race details' AND silver = 'max weber germany (ger)',SELECT col2 FROM table WHERE col0 = 'road race details' AND col3 = 'max weber germany (ger)',"{'agg': 0, 'sel': 2, 'conds': [[0, 0, 'road race details'], [3, 0, 'max weber germany (ger)']], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[0, 0, 'road race details'], [3, 0, 'max weber germany (ger)']], 'count_star': False}"
7428,2-18402956-3,Who received gold when the event is time trial details and silver is simon richardson great britain (gbr)?,ok,True,True,True,True,SELECT gold FROM wikisql_data WHERE event = 'time trial details' AND silver = 'simon richardson great britain (gbr)',SELECT col2 FROM table WHERE col0 = 'time trial details' AND col3 = 'simon richardson great britain (gbr)',"{'agg': 0, 'sel': 2, 'conds': [[0, 0, 'time trial details'], [3, 0, 'simon richardson great britain (gbr)']], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[0, 0, 'time trial details'], [3, 0, 'simon richardson great britain (gbr)']], 'count_star': False}"
7429,2-18402956-3,who received gold when silver is wolfgang eibeck austria (aut)?,ok,True,True,True,True,SELECT gold FROM wikisql_data WHERE silver = 'Wolfgang Eibeck Austria (AUT)',SELECT col2 FROM table WHERE col3 = 'wolfgang eibeck austria (aut)',"{'agg': 0, 'sel': 2, 'conds': [[3, 0, 'wolfgang eibeck austria (aut)']], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[3, 0, 'wolfgang eibeck austria (aut)']], 'count_star': False}"
7430,2-18402956-3,what is the event when gold is darren kenny great britain (gbr)?,ok,True,True,True,True,SELECT event FROM wikisql_data WHERE gold = 'Darren Kenny Great Britain (GBR)',SELECT col0 FROM table WHERE col2 = 'darren kenny great britain (gbr)',"{'agg': 0, 'sel': 0, 'conds': [[2, 0, 'darren kenny great britain (gbr)']], 'count_star': False}","{'agg': 0, 'sel': 0, 'conds': [[2, 0, 'darren kenny great britain (gbr)']], 'count_star': False}"
7431,2-18792948-1,Who directed Bunker Hill Bunny?,ok,True,True,True,True,SELECT director FROM wikisql_data WHERE title = 'Bunker Hill Bunny',SELECT col2 FROM table WHERE col0 = 'bunker hill bunny',"{'agg': 0, 'sel': 2, 'conds': [[0, 0, 'bunker hill bunny']], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[0, 0, 'bunker hill bunny']], 'count_star': False}"
7432,2-18792948-1,Who directed An Egg Scramble?,ok,True,True,True,True,SELECT director FROM wikisql_data WHERE title = 'An Egg Scramble',SELECT col2 FROM table WHERE col0 = 'an egg scramble',"{'agg': 0, 'sel': 2, 'conds': [[0, 0, 'an egg scramble']], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[0, 0, 'an egg scramble']], 'count_star': False}"
7433,2-18986759-1,"Who was the opposing team in the game attended by 65,554?",ok,True,True,True,True,"SELECT opponent FROM wikisql_data WHERE attendance = '65,554'","SELECT col2 FROM table WHERE col4 = '65,554'","{'agg': 0, 'sel': 2, 'conds': [[4, 0, '65,554']], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[4, 0, '65,554']], 'count_star': False}"
7434,2-18593648-10,what is the highest draw when the place is less than 3 and the percentage is 30.71%?,ok,True,True,True,True,SELECT MAX(draw) FROM wikisql_data WHERE place < 3 AND percentage = '30.71%',SELECT MAX(col0) FROM table WHERE col4 < 3 AND col3 = '30.71%',"{'agg': 1, 'sel': 0, 'conds': [[4, 2, 3], [3, 0, 30.71]], 'count_star': False}","{'agg': 1, 'sel': 0, 'conds': [[4, 2, 3], [3, 0, 30.71]], 'count_star': False}"
7435,2-18593648-10,what is the least draw when the place is higher than 4?,ok,True,True,True,True,SELECT MIN(draw) FROM wikisql_data WHERE place > 4,SELECT MIN(col0) FROM table WHERE col4 > 4,"{'agg': 2, 'sel': 0, 'conds': [[4, 1, 4]], 'count_star': False}","{'agg': 2, 'sel': 0, 'conds': [[4, 1, 4]], 'count_star': False}"
7436,2-18733362-1,What is the lowest pick of the defensive tackle player dave haverdick?,ok,True,True,True,True,SELECT MIN(pick) FROM wikisql_data WHERE player = 'dave haverdick' AND position = 'defensive tackle',SELECT MIN(col1) FROM table WHERE col3 = 'defensive tackle' AND col2 = 'dave haverdick',"{'agg': 2, 'sel': 1, 'conds': [[3, 0, 'defensive tackle'], [2, 0, 'dave haverdick']], 'count_star': False}","{'agg': 2, 'sel': 1, 'conds': [[2, 0, 'dave haverdick'], [3, 0, 'defensive tackle']], 'count_star': False}"
7437,2-18733362-1,What is the average pick of player jim h. mitchell?,ok,True,True,True,True,SELECT AVG(pick) FROM wikisql_data WHERE player = 'jim h. mitchell',SELECT AVG(col1) FROM table WHERE col2 = 'jim h. mitchell',"{'agg': 5, 'sel': 1, 'conds': [[2, 0, 'jim h. mitchell']], 'count_star': False}","{'agg': 5, 'sel': 1, 'conds': [[2, 0, 'jim h. mitchell']], 'count_star': False}"
7438,2-18918776-12,"With a Col (m) larger than 2012, what is Mount Kazbek's Prominence (m)?",ok,True,True,True,True,SELECT prominence_m FROM wikisql_data WHERE peak = 'Mount Kazbek' AND col_m > 2012,SELECT col3 FROM table WHERE col4 > 2012 AND col0 = 'mount kazbek',"{'agg': 0, 'sel': 3, 'conds': [[4, 1, 2012], [0, 0, 'mount kazbek']], 'count_star': False}","{'agg': 0, 'sel': 3, 'conds': [[0, 0, 'mount kazbek'], [4, 1, 2012]], 'count_star': False}"
7439,2-18918776-12,"What is the Elevation (m) of the Peak with a Prominence (m) larger than 2,143 and Col (m) of 2012?",ok,True,True,True,True,SELECT elevation_m FROM wikisql_data WHERE prominence_m > 2143 AND col_m = 2012,"SELECT col2 FROM table WHERE col3 > '2,143' AND col4 = 2012","{'agg': 0, 'sel': 2, 'conds': [[3, 1, '2,143'], [4, 0, 2012]], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[3, 1, 2143], [4, 0, 2012]], 'count_star': False}"
7440,2-18918776-12,"What is the Col (m) of Peak Mount Aragats with an Elevation (m) larger than 3,905 and Prominence smaller than 2,143?",ok,True,True,True,True,SELECT col_m FROM wikisql_data WHERE peak = 'Mount Aragats' AND elevation_m > 3905 AND prominence_m < 2143,"SELECT MAX(col4) FROM table WHERE col2 > '3,905' AND col0 = 'mount aragats' AND col3 < '2,143'","{'agg': 1, 'sel': 4, 'conds': [[2, 1, '3,905'], [0, 0, 'mount aragats'], [3, 2, '2,143']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[0, 0, 'mount aragats'], [2, 1, 3905], [3, 2, 2143]], 'count_star': False}"
7441,2-1862384-1,What genre has a station of Class 95FM?,ok,True,True,True,True,SELECT genre FROM wikisql_data WHERE station = 'Class 95FM',SELECT col4 FROM table WHERE col1 = 'class 95fm',"{'agg': 0, 'sel': 4, 'conds': [[1, 0, 'class 95fm']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[1, 0, 'class 95fm']], 'count_star': False}"
7442,2-1862384-1,What is the genre of the BBC World Service?,ok,True,True,True,True,SELECT genre FROM wikisql_data WHERE operator = 'BBC World Service',SELECT col4 FROM table WHERE col1 = 'bbc world service',"{'agg': 0, 'sel': 4, 'conds': [[1, 0, 'bbc world service']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[2, 0, 'bbc world service']], 'count_star': False}"
7443,2-1862384-1,Which station is operated by BBC Radio under the talk radio genre?,ok,True,True,True,True,SELECT station FROM wikisql_data WHERE operator = 'BBC Radio' AND genre = 'Talk Radio',SELECT col1 FROM table WHERE col4 = 'talk radio' AND col2 = 'bbc radio',"{'agg': 0, 'sel': 1, 'conds': [[4, 0, 'talk radio'], [2, 0, 'bbc radio']], 'count_star': False}","{'agg': 0, 'sel': 1, 'conds': [[2, 0, 'bbc radio'], [4, 0, 'talk radio']], 'count_star': False}"
7444,2-18951015-2,"What's the sum of Silver with total smaller than 560, a Bronze larger than 6, and a Gold of 3?",ok,True,True,True,True,SELECT SUM(silver) FROM wikisql_data WHERE total < 560 AND bronze > 6 AND gold = 3,SELECT SUM(col2) FROM table WHERE col4 < 560 AND col3 > 6 AND col1 = 3,"{'agg': 4, 'sel': 2, 'conds': [[4, 2, 560], [3, 1, 6], [1, 0, 3]], 'count_star': False}","{'agg': 4, 'sel': 2, 'conds': [[4, 2, 560], [3, 1, 6], [1, 0, 3]], 'count_star': False}"
7445,2-18951015-2,"What's the sum of Gold with a Bronze that's larger than 15, Silver that's smaller than 197, the Nation of Saint Lucia, and has a Total that is larger than 50?",ok,True,True,True,True,SELECT SUM(gold) FROM wikisql_data WHERE bronze > 15 AND silver < 197 AND nation = 'Saint Lucia' AND total > 50,SELECT SUM(col1) FROM table WHERE col3 > 15 AND col2 < 197 AND col0 = 'saint lucia' AND col4 > 50,"{'agg': 4, 'sel': 1, 'conds': [[3, 1, 15], [2, 2, 197], [0, 0, 'saint lucia'], [4, 1, 50]], 'count_star': False}","{'agg': 4, 'sel': 1, 'conds': [[3, 1, 15], [2, 2, 197], [0, 0, 'saint lucia'], [4, 1, 50]], 'count_star': False}"
7446,2-18951015-2,What Nation has a Bronze that is smaller than 10 with a Silver of 5?,ok,True,True,True,True,SELECT nation FROM wikisql_data WHERE bronze < 10 AND silver = 5,SELECT col0 FROM table WHERE col3 < 10 AND col2 = 5,"{'agg': 0, 'sel': 0, 'conds': [[3, 2, 10], [2, 0, 5]], 'count_star': False}","{'agg': 0, 'sel': 0, 'conds': [[3, 2, 10], [2, 0, 5]], 'count_star': False}"
7448,2-18951015-2,What is listed as the highest Silver that also has a Gold of 4 and a Total that's larger than 25?,ok,True,True,True,True,SELECT MAX(silver) FROM wikisql_data WHERE gold = 4 AND total > 25,SELECT MAX(col2) FROM table WHERE col1 = 4 AND col4 > 25,"{'agg': 1, 'sel': 2, 'conds': [[1, 0, 4], [4, 1, 25]], 'count_star': False}","{'agg': 1, 'sel': 2, 'conds': [[1, 0, 4], [4, 1, 25]], 'count_star': False}"
7450,2-18771190-15,What's the most points for Ea Schongau with more than 1 drawn?,ok,True,True,True,True,SELECT MAX(points) FROM wikisql_data WHERE drawn > 1 AND name = 'Ea Schongau',SELECT MAX(col5) FROM table WHERE col1 = 'ea schongau' AND col3 > 1,"{'agg': 1, 'sel': 5, 'conds': [[1, 0, 'ea schongau'], [3, 1, 1]], 'count_star': False}","{'agg': 1, 'sel': 5, 'conds': [[3, 1, 1], [1, 0, 'ea schongau']], 'count_star': False}"
7452,2-18938150-1,When dis cbs release the DVD set?,ok,True,True,True,True,SELECT dvd_set_release_date FROM wikisql_data WHERE network = 'CBS',SELECT col5 FROM table WHERE col1 = 'cbs',"{'agg': 0, 'sel': 5, 'conds': [[1, 0, 'cbs']], 'count_star': False}","{'agg': 0, 'sel': 5, 'conds': [[1, 0, 'cbs']], 'count_star': False}"
7453,2-18938150-1,What is the total season number for episodes later than episode 30?,ok,True,True,True,True,SELECT SUM(season) FROM wikisql_data WHERE episodes > 30,SELECT SUM(col0) FROM table WHERE col2 > 30,"{'agg': 4, 'sel': 0, 'conds': [[2, 1, 30]], 'count_star': False}","{'agg': 4, 'sel': 0, 'conds': [[2, 1, 30]], 'count_star': False}"
7454,2-1851722-25,What year is the Grim Fandango with a windows platform?,ok,True,True,True,True,SELECT year FROM wikisql_data WHERE game = 'Grim Fandango' AND platform_s = 'Windows',SELECT col0 FROM table WHERE col3 = 'windows' AND col1 = 'grim fandango',"{'agg': 0, 'sel': 0, 'conds': [[3, 0, 'windows'], [1, 0, 'grim fandango']], 'count_star': False}","{'agg': 0, 'sel': 0, 'conds': [[1, 0, 'grim fandango'], [3, 0, 'windows']], 'count_star': False}"
7455,2-1851722-25,"What game in the genre of adventure, has a windows platform and its year is after 1997?",ok,True,True,True,True,SELECT game FROM wikisql_data WHERE genre = 'Adventure' AND platform_s = 'Windows' AND year > 1997,SELECT col1 FROM table WHERE col0 > 1997 AND col3 = 'windows' AND col2 = 'adventure',"{'agg': 0, 'sel': 1, 'conds': [[0, 1, 1997], [3, 0, 'windows'], [2, 0, 'adventure']], 'count_star': False}","{'agg': 0, 'sel': 1, 'conds': [[2, 0, 'adventure'], [3, 0, 'windows'], [0, 1, 1997]], 'count_star': False}"
7456,2-18578971-3,What is the 2.15 for Tom Parsons?,ok,True,True,True,True,SELECT col_2_15 FROM wikisql_data WHERE athlete = 'Tom Parsons',SELECT col2 FROM table WHERE col0 = 'tom parsons',"{'agg': 0, 'sel': 2, 'conds': [[0, 0, 'tom parsons']], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[0, 0, 'tom parsons']], 'count_star': False}"
7457,2-18578971-3,Which athlete from Brazil has 2.20 O and 2.25 of XXX?,ok,True,True,True,True,SELECT athlete FROM wikisql_data WHERE nationality = 'Brazil' AND col_2_20 = 'O' AND col_2_25 = 'XXX',SELECT col0 FROM table WHERE col3 = 'o' AND col4 = 'xxx' AND col1 = 'brazil',"{'agg': 0, 'sel': 0, 'conds': [[3, 0, 'o'], [4, 0, 'xxx'], [1, 0, 'brazil']], 'count_star': False}","{'agg': 0, 'sel': 0, 'conds': [[1, 0, 'brazil'], [3, 0, 'o'], [4, 0, 'xxx']], 'count_star': False}"
7458,2-18578971-3,Which athlete from Germany has 2.20 of O and a 2.25 of O?,ok,True,True,True,True,SELECT athlete FROM wikisql_data WHERE nationality = 'Germany' AND col_2_20 = 'O' AND col_2_25 = 'O',SELECT col0 FROM table WHERE col3 = 'o' AND col4 = 'o' AND col1 = 'germany',"{'agg': 0, 'sel': 0, 'conds': [[3, 0, 'o'], [4, 0, 'o'], [1, 0, 'germany']], 'count_star': False}","{'agg': 0, 'sel': 0, 'conds': [[1, 0, 'germany'], [3, 0, 'o'], [4, 0, 'o']], 'count_star': False}"
7459,2-18600121-2,Which 2011 has an Airport of bole international airport?,ok,True,True,True,True,SELECT col_2011 FROM wikisql_data WHERE airport = 'bole international airport',SELECT MAX(col3) FROM table WHERE col1 = 'bole international airport',"{'agg': 1, 'sel': 3, 'conds': [[1, 0, 'bole international airport']], 'count_star': False}","{'agg': 0, 'sel': 3, 'conds': [[1, 0, 'bole international airport']], 'count_star': False}"
7460,2-18792948-4,"What's the title for the release date of 1953-01-31 in the MM series, no reissue, and a director of I. Freleng?",ok,True,True,True,True,SELECT title FROM wikisql_data WHERE release_date = '1953-01-31' AND series = 'MM' AND reissue = '' AND director = 'I. Freleng',SELECT col0 FROM table WHERE col1 = 'mm' AND col2 = 'i. freleng' AND col4 = 'no' AND col3 = '1953-01-31',"{'agg': 0, 'sel': 0, 'conds': [[1, 0, 'mm'], [2, 0, 'i. freleng'], [4, 0, 'no'], [3, 0, '1953-01-31']], 'count_star': False}","{'agg': 0, 'sel': 0, 'conds': [[3, 0, '1953-01-31'], [1, 0, 'mm'], [4, 0, ''], [2, 0, 'i. freleng']], 'count_star': False}"
7461,2-18792948-4,What's the release date of Forward March Hare?,ok,True,True,True,True,SELECT release_date FROM wikisql_data WHERE title = 'Forward March Hare',SELECT col3 FROM table WHERE col0 = 'forward march hare',"{'agg': 0, 'sel': 3, 'conds': [[0, 0, 'forward march hare']], 'count_star': False}","{'agg': 0, 'sel': 3, 'conds': [[0, 0, 'forward march hare']], 'count_star': False}"
