line_no,db_id,question,gold_sql,pred_sql,em,agg_match,sel_match,cond_match,fail_reason,fail_category,gold_struct,pred_struct
6262,2-11173586-1,"Which Week has a Result of w 24-0, and an Attendance smaller than 10,000?","SELECT MAX(col0) FROM table WHERE col3 = 'w 24-0' AND col4 < '10,000'",SELECT week FROM wikisql_data WHERE result = 'w 24-0' AND attendance < 10000,False,False,True,True,agg(gold=MAX pred=NONE),agg_only,"{""agg"": 1, ""sel"": 0, ""conds"": [[3, 0, ""w 24-0""], [4, 2, ""10,000""]], ""count_star"": false}","{""agg"": 0, ""sel"": 0, ""conds"": [[3, 0, ""w 24-0""], [4, 2, 10000]], ""count_star"": false}"
6263,2-11173586-1,"Which Attendance has an Opponent of green bay packers, and a Week larger than 10?",SELECT MIN(col4) FROM table WHERE col2 = 'green bay packers' AND col0 > 10,SELECT attendance FROM wikisql_data WHERE opponent = 'green bay packers' AND week > 10,False,False,True,True,agg(gold=MIN pred=NONE),agg_only,"{""agg"": 2, ""sel"": 4, ""conds"": [[2, 0, ""green bay packers""], [0, 1, 10]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[2, 0, ""green bay packers""], [0, 1, 10]], ""count_star"": false}"
6264,2-10809823-3,Where did fitzroy play as the home team?,SELECT col4 FROM table WHERE col0 = 'fitzroy',SELECT venue FROM wikisql_data WHERE home_team = 'fitzroy',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 4, ""conds"": [[0, 0, ""fitzroy""]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[0, 0, ""fitzroy""]], ""count_star"": false}"
6265,2-10809823-3,Who was North Melbourne's home opponent?,SELECT col0 FROM table WHERE col2 = 'north melbourne',SELECT away_team FROM wikisql_data WHERE home_team = 'north melbourne',False,True,False,True,sel(gold=0=Home team pred=2=Away team),sel_only,"{""agg"": 0, ""sel"": 0, ""conds"": [[2, 0, ""north melbourne""]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[0, 0, ""north melbourne""]], ""count_star"": false}"
6266,2-10809823-3,Where did Essendon play as the home team?,SELECT col4 FROM table WHERE col0 = 'essendon',SELECT venue FROM wikisql_data WHERE home_team = 'essendon',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 4, ""conds"": [[0, 0, ""essendon""]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[0, 0, ""essendon""]], ""count_star"": false}"
6267,2-11180211-2,When was the appointment date for the manager replaced by Lucien Favre?,SELECT col4 FROM table WHERE col3 = 'lucien favre',SELECT date_of_appointment FROM wikisql_data WHERE replaced_by = 'lucien favre',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 4, ""conds"": [[3, 0, ""lucien favre""]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[3, 0, ""lucien favre""]], ""count_star"": false}"
6268,2-11180211-2,When is the appointment date for outgoing manager Petrik Sander?,SELECT col4 FROM table WHERE col1 = 'petrik sander',SELECT date_of_appointment FROM wikisql_data WHERE outgoing_manager = 'Petrik Sander',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 4, ""conds"": [[1, 0, ""petrik sander""]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[1, 0, ""petrik sander""]], ""count_star"": false}"
6269,2-11180211-2,When was the appointment date for VFL Wolfsburg?,SELECT col4 FROM table WHERE col0 = 'vfl wolfsburg',SELECT date_of_appointment FROM wikisql_data WHERE team = 'vfl wolfsburg',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 4, ""conds"": [[0, 0, ""vfl wolfsburg""]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[0, 0, ""vfl wolfsburg""]], ""count_star"": false}"
6270,2-11180211-2,When was the departure date when a manager was replaced by Bojan Prašnikar?,SELECT col2 FROM table WHERE col3 = 'bojan prašnikar',SELECT date_of_departure FROM wikisql_data WHERE replaced_by = 'bojan prašnikar',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 2, ""conds"": [[3, 0, ""bojan pra\u0161nikar""]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[3, 0, ""bojan pra\u0161nikar""]], ""count_star"": false}"
6271,2-11999396-1,In 2011 which sport had the year award?,SELECT col5 FROM table WHERE col0 = 2011,SELECT sport FROM wikisql_data WHERE year_of_award = 2011,True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 5, ""conds"": [[0, 0, 2011]], ""count_star"": false}","{""agg"": 0, ""sel"": 5, ""conds"": [[0, 0, 2011]], ""count_star"": false}"
6272,2-1123406-2,How many laps did Giancarlo Fisichella do with a grid larger than 15?,SELECT COUNT(col2) FROM table WHERE col0 = 'giancarlo fisichella' AND col4 > 15,SELECT SUM(laps) FROM wikisql_data WHERE driver = 'giancarlo fisichella' AND grid > 15,False,False,True,True,agg(gold=COUNT pred=SUM),agg_only,"{""agg"": 3, ""sel"": 2, ""conds"": [[0, 0, ""giancarlo fisichella""], [4, 1, 15]], ""count_star"": false}","{""agg"": 4, ""sel"": 2, ""conds"": [[0, 0, ""giancarlo fisichella""], [4, 1, 15]], ""count_star"": false}"
6273,2-1123406-2,How many laps did Jos Verstappen do on Grid 2?,SELECT SUM(col2) FROM table WHERE col4 > 2 AND col0 = 'jos verstappen',SELECT laps FROM wikisql_data WHERE grid = 2 AND driver = 'jos verstappen',False,False,True,False,"agg(gold=SUM pred=NONE) | cond(gold=[[4, 1, 2], [0, 0, 'jos verstappen']] pred=[[4, 0, 2], [0, 0, 'jos verstappen']])",agg+cond,"{""agg"": 4, ""sel"": 2, ""conds"": [[4, 1, 2], [0, 0, ""jos verstappen""]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[4, 0, 2], [0, 0, ""jos verstappen""]], ""count_star"": false}"
6274,2-1123234-2,David Coulthard was the driver in which grid?,SELECT col4 FROM table WHERE col0 = 'david coulthard',SELECT grid FROM wikisql_data WHERE driver = 'david coulthard',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 4, ""conds"": [[0, 0, ""david coulthard""]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[0, 0, ""david coulthard""]], ""count_star"": false}"
6275,2-1123234-2,How many laps were there in grid 21?,SELECT col2 FROM table WHERE col4 = '21',SELECT laps FROM wikisql_data WHERE grid = 21,True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 2, ""conds"": [[4, 0, 21]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[4, 0, 21]], ""count_star"": false}"
6276,2-10809142-8,"When Essendon was the Home Team, what was the Away Team score?",SELECT col3 FROM table WHERE col0 = 'essendon',SELECT away_team_score FROM wikisql_data WHERE home_team = 'essendon',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[0, 0, ""essendon""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[0, 0, ""essendon""]], ""count_star"": false}"
6277,2-10809142-8,"When the Crowd was larger than 25,000. what was the Home Team score?","SELECT col1 FROM table WHERE col5 > '25,000'",SELECT home_team_score FROM wikisql_data WHERE crowd > 25000,True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 1, ""conds"": [[5, 1, ""25,000""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[5, 1, 25000]], ""count_star"": false}"
6278,2-10814483-2,What was the total number for the Bulls when they were at Old Trafford?,SELECT COUNT(col2) FROM table WHERE col4 = 'old trafford',SELECT COUNT(*) FROM wikisql_data WHERE venue = 'old trafford' AND bulls IS NOT NULL,True,True,True,True,ok,ok,"{""agg"": 3, ""sel"": 2, ""conds"": [[4, 0, ""old trafford""]], ""count_star"": false}","{""agg"": 3, ""sel"": -999, ""conds"": [[4, 0, ""old trafford""]], ""count_star"": true}"
6279,2-11736225-1,Where does Iceland rank with under 19 silvers?,SELECT MAX(col0) FROM table WHERE col1 = 'iceland' AND col3 < 19,SELECT rank FROM wikisql_data WHERE nation = 'iceland' AND silver < 19,False,False,True,True,agg(gold=MAX pred=NONE),agg_only,"{""agg"": 1, ""sel"": 0, ""conds"": [[1, 0, ""iceland""], [3, 2, 19]], ""count_star"": false}","{""agg"": 0, ""sel"": 0, ""conds"": [[1, 0, ""iceland""], [3, 2, 19]], ""count_star"": false}"
6280,2-11736225-1,How many bronzes for nations with over 22 golds and ranked under 2?,SELECT MAX(col4) FROM table WHERE col2 > 22 AND col0 < 2,SELECT SUM(bronze) FROM wikisql_data WHERE gold > 22 AND rank < 2,False,False,True,True,agg(gold=MAX pred=SUM),agg_only,"{""agg"": 1, ""sel"": 4, ""conds"": [[2, 1, 22], [0, 2, 2]], ""count_star"": false}","{""agg"": 4, ""sel"": 4, ""conds"": [[2, 1, 22], [0, 2, 2]], ""count_star"": false}"
6281,2-11736225-1,How many golds for the nation with 14 total?,SELECT col2 FROM table WHERE col5 = 14,SELECT gold FROM wikisql_data WHERE total = 14,True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 2, ""conds"": [[5, 0, 14]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[5, 0, 14]], ""count_star"": false}"
6282,2-11736225-1,How many bronzes for Iceland with over 2 silvers?,SELECT AVG(col4) FROM table WHERE col3 > 2 AND col1 = 'iceland',SELECT bronze FROM wikisql_data WHERE nation = 'Iceland' AND silver > 2,False,False,True,True,agg(gold=AVG pred=NONE),agg_only,"{""agg"": 5, ""sel"": 4, ""conds"": [[3, 1, 2], [1, 0, ""iceland""]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[1, 0, ""iceland""], [3, 1, 2]], ""count_star"": false}"
6283,2-1105741-2,What is the earliest year that had under 26 points and a toyota v8 engine?,SELECT MIN(col0) FROM table WHERE col3 = 'toyota v8' AND col5 < 26,SELECT MIN(year) FROM wikisql_data WHERE points < 26 AND engine = 'toyota v8',True,True,True,True,ok,ok,"{""agg"": 2, ""sel"": 0, ""conds"": [[3, 0, ""toyota v8""], [5, 2, 26]], ""count_star"": false}","{""agg"": 2, ""sel"": 0, ""conds"": [[5, 2, 26], [3, 0, ""toyota v8""]], ""count_star"": false}"
6284,2-1105741-2,What is the low point total after 2006 with an m16 chassis?,SELECT MIN(col5) FROM table WHERE col2 = 'm16' AND col0 > 2006,SELECT min(points) FROM wikisql_data WHERE year > 2006 AND chassis = 'm16',True,True,True,True,ok,ok,"{""agg"": 2, ""sel"": 5, ""conds"": [[2, 0, ""m16""], [0, 1, 2006]], ""count_star"": false}","{""agg"": 2, ""sel"": 5, ""conds"": [[0, 1, 2006], [2, 0, ""m16""]], ""count_star"": false}"
6285,2-11358287-7,"How many golds for nations with over 0 silvers, over 1 total, and over 3 bronze?",SELECT COUNT(col2) FROM table WHERE col3 > 0 AND col5 > 1 AND col4 > 3,SELECT SUM(gold) FROM wikisql_data WHERE silver > 0 AND total > 1 AND bronze > 3,False,False,True,True,agg(gold=COUNT pred=SUM),agg_only,"{""agg"": 3, ""sel"": 2, ""conds"": [[3, 1, 0], [5, 1, 1], [4, 1, 3]], ""count_star"": false}","{""agg"": 4, ""sel"": 2, ""conds"": [[3, 1, 0], [5, 1, 1], [4, 1, 3]], ""count_star"": false}"
6286,2-10975034-4,What was the highest Pick # for the College of Simon Fraser?,SELECT MAX(col0) FROM table WHERE col4 = 'simon fraser',SELECT MAX(pick) FROM wikisql_data WHERE college = 'simon fraser',True,True,True,True,ok,ok,"{""agg"": 1, ""sel"": 0, ""conds"": [[4, 0, ""simon fraser""]], ""count_star"": false}","{""agg"": 1, ""sel"": 0, ""conds"": [[4, 0, ""simon fraser""]], ""count_star"": false}"
6287,2-10975034-4,What is the Pick # for the Edmonton Eskimos?,SELECT COUNT(col0) FROM table WHERE col1 = 'edmonton eskimos',SELECT pick FROM wikisql_data WHERE cfl_team = 'edmonton eskimos',False,False,True,True,agg(gold=COUNT pred=NONE),agg_only,"{""agg"": 3, ""sel"": 0, ""conds"": [[1, 0, ""edmonton eskimos""]], ""count_star"": false}","{""agg"": 0, ""sel"": 0, ""conds"": [[1, 0, ""edmonton eskimos""]], ""count_star"": false}"
6288,2-10975034-4,What is the Pick # for Ryan Strong?,SELECT MAX(col0) FROM table WHERE col2 = 'ryan strong',SELECT pick FROM wikisql_data WHERE player = 'Ryan Strong',False,False,True,True,agg(gold=MAX pred=NONE),agg_only,"{""agg"": 1, ""sel"": 0, ""conds"": [[2, 0, ""ryan strong""]], ""count_star"": false}","{""agg"": 0, ""sel"": 0, ""conds"": [[2, 0, ""ryan strong""]], ""count_star"": false}"
6289,2-11512596-3,Who did the Rockies play at the game that had a score of 6–5 (10)?,SELECT col1 FROM table WHERE col2 = '6–5 (10)',SELECT opponent FROM wikisql_data WHERE score = '6–5 (10)',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 1, ""conds"": [[2, 0, ""6-5 (10)""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[2, 0, ""6-5 (10)""]], ""count_star"": false}"
6290,2-1176162-1,What is the maximum power of engine code 2e?,SELECT col4 FROM table WHERE col1 = '2e',SELECT max_power_at_rpm FROM wikisql_data WHERE engine_code_s = '2e',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 4, ""conds"": [[1, 0, ""2e""]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[1, 0, ""2e""]], ""count_star"": false}"
6291,2-11172815-2,What is the combined attendance of all games that had a result of w 35-14?,SELECT SUM(col4) FROM table WHERE col3 = 'w 35-14',SELECT SUM(attendance) FROM wikisql_data WHERE result = 'w 35-14',True,True,True,True,ok,ok,"{""agg"": 4, ""sel"": 4, ""conds"": [[3, 0, ""w 35-14""]], ""count_star"": false}","{""agg"": 4, ""sel"": 4, ""conds"": [[3, 0, ""w 35-14""]], ""count_star"": false}"
6292,2-11097691-3,What is the sum of NGC numbers for Constellation vela?,SELECT SUM(col0) FROM table WHERE col2 = 'vela',SELECT SUM(ngc_number) FROM wikisql_data WHERE constellation = 'vela',True,True,True,True,ok,ok,"{""agg"": 4, ""sel"": 0, ""conds"": [[2, 0, ""vela""]], ""count_star"": false}","{""agg"": 4, ""sel"": 0, ""conds"": [[2, 0, ""vela""]], ""count_star"": false}"
6293,2-11097691-3,What is the Apparent magnitude of a globular cluster?,SELECT col5 FROM table WHERE col1 = 'globular cluster',SELECT apparent_magnitude FROM wikisql_data WHERE object_type = 'globular cluster',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 5, ""conds"": [[1, 0, ""globular cluster""]], ""count_star"": false}","{""agg"": 0, ""sel"": 5, ""conds"": [[1, 0, ""globular cluster""]], ""count_star"": false}"
6294,2-11097691-3,What is the total of Apparent magnitudes for an NGC number larger than 3293?,SELECT SUM(col5) FROM table WHERE col0 > 3293,SELECT SUM(apparent_magnitude) FROM wikisql_data WHERE ngc_number > 3293,True,True,True,True,ok,ok,"{""agg"": 4, ""sel"": 5, ""conds"": [[0, 1, 3293]], ""count_star"": false}","{""agg"": 4, ""sel"": 5, ""conds"": [[0, 1, 3293]], ""count_star"": false}"
6295,2-12030247-9,"Tell me the money raised when 2Q has total receipts of $890,398","SELECT col1 FROM table WHERE col4 = '$890,398'",SELECT money_raised_2q FROM wikisql_data WHERE total_receipts = 890398,False,True,True,False,"cond(gold=[[4, 0, '$890,398']] pred=[[4, 0, 890398]])",cond_only,"{""agg"": 0, ""sel"": 1, ""conds"": [[4, 0, ""$890,398""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[4, 0, 890398]], ""count_star"": false}"
6296,2-12030247-9,Tell me the total receipts for tom tancredo,SELECT col4 FROM table WHERE col0 = 'tom tancredo',SELECT total_receipts FROM wikisql_data WHERE candidate = 'tom tancredo',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 4, ""conds"": [[0, 0, ""tom tancredo""]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[0, 0, ""tom tancredo""]], ""count_star"": false}"
6297,2-12030247-9,"Name the money raised when 2Q has money spent and 2Q is $874,042","SELECT col1 FROM table WHERE col3 = '$874,042'",SELECT money_raised_2q FROM wikisql_data WHERE money_spent_2q = '874042',False,True,True,False,"cond(gold=[[3, 0, '$874,042']] pred=[[3, 0, 874042]])",cond_only,"{""agg"": 0, ""sel"": 1, ""conds"": [[3, 0, ""$874,042""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[3, 0, 874042]], ""count_star"": false}"
6298,2-12030247-9,Name the money spent for 2Q having candidate of john mccain,SELECT col3 FROM table WHERE col0 = 'john mccain',SELECT money_spent_2q FROM wikisql_data WHERE candidate = 'john mccain',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[0, 0, ""john mccain""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[0, 0, ""john mccain""]], ""count_star"": false}"
6299,2-12030247-9,"Name the loans received for 2Q having total receipts of $25,328,694","SELECT col2 FROM table WHERE col4 = '$25,328,694'",SELECT loans_received_2q FROM wikisql_data WHERE total_receipts = 25328694,False,True,True,False,"cond(gold=[[4, 0, '$25,328,694']] pred=[[4, 0, 25328694]])",cond_only,"{""agg"": 0, ""sel"": 2, ""conds"": [[4, 0, ""$25,328,694""]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[4, 0, 25328694]], ""count_star"": false}"
6300,2-10826385-17,"When collingwood was the away team, what was the home team?",SELECT col0 FROM table WHERE col2 = 'collingwood',SELECT home_team FROM wikisql_data WHERE away_team = 'collingwood',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 0, ""conds"": [[2, 0, ""collingwood""]], ""count_star"": false}","{""agg"": 0, ""sel"": 0, ""conds"": [[2, 0, ""collingwood""]], ""count_star"": false}"
6301,2-10826385-17,What was the largest crowd size at arden street oval?,SELECT MAX(col5) FROM table WHERE col4 = 'arden street oval',SELECT max(crowd) FROM wikisql_data WHERE venue = 'arden street oval',True,True,True,True,ok,ok,"{""agg"": 1, ""sel"": 5, ""conds"": [[4, 0, ""arden street oval""]], ""count_star"": false}","{""agg"": 1, ""sel"": 5, ""conds"": [[4, 0, ""arden street oval""]], ""count_star"": false}"
6302,2-10826385-17,When did the away team footscray score 11.15 (81)?,SELECT col6 FROM table WHERE col3 = '11.15 (81)' AND col2 = 'footscray',SELECT date FROM wikisql_data WHERE away_team = 'footscray' AND away_team_score = 11.15,False,True,True,False,"cond(gold=[[3, 0, '11.15 (81)'], [2, 0, 'footscray']] pred=[[2, 0, 'footscray'], [3, 0, 11.15]])",cond_only,"{""agg"": 0, ""sel"": 6, ""conds"": [[3, 0, ""11.15 (81)""], [2, 0, ""footscray""]], ""count_star"": false}","{""agg"": 0, ""sel"": 6, ""conds"": [[2, 0, ""footscray""], [3, 0, 11.15]], ""count_star"": false}"
6303,2-1165235-1,What is the work number for Victor?,SELECT col3 FROM table WHERE col0 = 'victor',SELECT works_number FROM wikisql_data WHERE builder = 'victor',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[0, 0, ""victor""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[1, 0, ""victor""]], ""count_star"": false}"
6304,2-1165235-1,What is the average building year for Superb?,SELECT AVG(col4) FROM table WHERE col0 = 'superb',SELECT AVG(built) FROM wikisql_data WHERE name = 'superb',True,True,True,True,ok,ok,"{""agg"": 5, ""sel"": 4, ""conds"": [[0, 0, ""superb""]], ""count_star"": false}","{""agg"": 5, ""sel"": 4, ""conds"": [[0, 0, ""superb""]], ""count_star"": false}"
6305,2-11482079-20,What is the average rebounds for players from 1976 and over 67 assists?,SELECT AVG(col4) FROM table WHERE col2 = 1976 AND col5 > 67,SELECT AVG(rebs) FROM wikisql_data WHERE from_col = '1976' AND asts > 67,True,True,True,True,ok,ok,"{""agg"": 5, ""sel"": 4, ""conds"": [[2, 0, 1976], [5, 1, 67]], ""count_star"": false}","{""agg"": 5, ""sel"": 4, ""conds"": [[2, 0, 1976], [5, 1, 67]], ""count_star"": false}"
6306,2-11482079-20,What is the highest number of assists for players that are f/c and have under 13 rebounds?,SELECT MAX(col5) FROM table WHERE col1 = 'f/c' AND col4 < 13,SELECT MAX(asts) FROM wikisql_data WHERE pos = 'f/c' AND rebs < 13,True,True,True,True,ok,ok,"{""agg"": 1, ""sel"": 5, ""conds"": [[1, 0, ""f/c""], [4, 2, 13]], ""count_star"": false}","{""agg"": 1, ""sel"": 5, ""conds"": [[1, 0, ""f/c""], [4, 2, 13]], ""count_star"": false}"
6307,2-11002152-2,What was the score in the match against Sanaz Marand?,SELECT col5 FROM table WHERE col4 = 'sanaz marand',SELECT score FROM wikisql_data WHERE opponent = 'sanaz marand',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 5, ""conds"": [[4, 0, ""sanaz marand""]], ""count_star"": false}","{""agg"": 0, ""sel"": 5, ""conds"": [[4, 0, ""sanaz marand""]], ""count_star"": false}"
6308,2-11002152-2,What tournament was held on 21 May 2006?,SELECT col2 FROM table WHERE col1 = '21 may 2006',SELECT tournament FROM wikisql_data WHERE date = '21 May 2006',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 2, ""conds"": [[1, 0, ""21 may 2006""]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[1, 0, ""21 may 2006""]], ""count_star"": false}"
6309,2-1122083-1,Who has the low lap total in a maserati with grid 2?,SELECT MIN(col2) FROM table WHERE col1 = 'maserati' AND col4 = 2,SELECT constructor FROM wikisql_data WHERE laps = ( SELECT MIN(laps) FROM wikisql_data WHERE grid = 2 ) AND grid = 2,False,True,True,False,"cond(gold=[[1, 0, 'maserati'], [4, 0, 2]] pred=[[2, 0, '('], [4, 0, 2]])",cond_only,"{""agg"": 2, ""sel"": 2, ""conds"": [[1, 0, ""maserati""], [4, 0, 2]], ""count_star"": false}","{""agg"": 2, ""sel"": 2, ""conds"": [[2, 0, ""(""], [4, 0, 2]], ""count_star"": false}"
6310,2-11803299-2,What is the highest round number with a time of 4:39?,SELECT MAX(col4) FROM table WHERE col5 = '4:39',SELECT max(round) FROM wikisql_data WHERE time = '4:39',True,True,True,True,ok,ok,"{""agg"": 1, ""sel"": 4, ""conds"": [[5, 0, ""4:39""]], ""count_star"": false}","{""agg"": 1, ""sel"": 4, ""conds"": [[5, 0, ""4:39""]], ""count_star"": false}"
6311,2-11803299-2,Which record has a time of 0:13?,SELECT col1 FROM table WHERE col5 = '0:13',SELECT record FROM wikisql_data WHERE time = '0:13',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 1, ""conds"": [[5, 0, ""0:13""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[5, 0, ""0:13""]], ""count_star"": false}"
6312,2-11803299-2,What is the result for rounds under 2 against D.J. Linderman?,SELECT col0 FROM table WHERE col4 < 2 AND col2 = 'd.j. linderman',SELECT res FROM wikisql_data WHERE round < 2 AND opponent = 'D.J. Linderman',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 0, ""conds"": [[4, 2, 2], [2, 0, ""d.j. linderman""]], ""count_star"": false}","{""agg"": 0, ""sel"": 0, ""conds"": [[4, 2, 2], [2, 0, ""d.j. linderman""]], ""count_star"": false}"
6313,2-10809142-17,What's the average crowd size when the Home team is melbourne?,SELECT AVG(col5) FROM table WHERE col0 = 'melbourne',SELECT AVG(crowd) FROM wikisql_data WHERE home_team = 'melbourne',True,True,True,True,ok,ok,"{""agg"": 5, ""sel"": 5, ""conds"": [[0, 0, ""melbourne""]], ""count_star"": false}","{""agg"": 5, ""sel"": 5, ""conds"": [[0, 0, ""melbourne""]], ""count_star"": false}"
6314,2-10809142-17,Which Venue is the one for the footscray Home team?,SELECT col4 FROM table WHERE col0 = 'footscray',SELECT venue FROM wikisql_data WHERE home_team = 'footscray',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 4, ""conds"": [[0, 0, ""footscray""]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[0, 0, ""footscray""]], ""count_star"": false}"
6315,2-11691212-4,Which Year is the lowest when the Viewers are 13.7 million?,SELECT MIN(col0) FROM table WHERE col7 = '13.7 million',SELECT MIN(year) FROM wikisql_data WHERE viewers = 13.7,False,True,True,False,"cond(gold=[[7, 0, '13.7 million']] pred=[[7, 0, 13.7]])",cond_only,"{""agg"": 2, ""sel"": 0, ""conds"": [[7, 0, ""13.7 million""]], ""count_star"": false}","{""agg"": 2, ""sel"": 0, ""conds"": [[7, 0, 13.7]], ""count_star"": false}"
6316,2-11691212-4,How many Ratings did the 2013 Year have?,SELECT col6 FROM table WHERE col0 = 2013,SELECT COUNT(*) FROM wikisql_data WHERE year = 2013,False,False,False,True,agg(gold=NONE pred=COUNT) | sel(gold=6=Ratings pred=-999=COUNT(*)),agg+sel,"{""agg"": 0, ""sel"": 6, ""conds"": [[0, 0, 2013]], ""count_star"": false}","{""agg"": 3, ""sel"": -999, ""conds"": [[0, 0, 2013]], ""count_star"": true}"
6317,2-11691212-4,Which Network has 16.0 million Viewers?,SELECT col1 FROM table WHERE col7 = '16.0 million',SELECT network FROM wikisql_data WHERE viewers = 16.0,False,True,True,False,"cond(gold=[[7, 0, '16.0 million']] pred=[[7, 0, 16.0]])",cond_only,"{""agg"": 0, ""sel"": 1, ""conds"": [[7, 0, ""16.0 million""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[7, 0, 16.0]], ""count_star"": false}"
6318,2-11691212-4,"What Lap-by-lap has Chris Myers as the Pre-Race Host, a Year larger than 2008, and 9.9/22 as its Ratings?",SELECT col2 FROM table WHERE col0 > 2008 AND col4 = 'chris myers' AND col6 = '9.9/22',SELECT lap_by_lap FROM wikisql_data WHERE pre_race_host = 'chris myers' AND year > 2008 AND ratings = '9.9/22',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 2, ""conds"": [[0, 1, 2008], [4, 0, ""chris myers""], [6, 0, ""9.9/22""]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[4, 0, ""chris myers""], [0, 1, 2008], [6, 0, ""9.9/22""]], ""count_star"": false}"
6319,2-11691212-4,Which Network has 17.5 million Viewers?,SELECT col1 FROM table WHERE col7 = '17.5 million',SELECT network FROM wikisql_data WHERE viewers = 17.5,False,True,True,False,"cond(gold=[[7, 0, '17.5 million']] pred=[[7, 0, 17.5]])",cond_only,"{""agg"": 0, ""sel"": 1, ""conds"": [[7, 0, ""17.5 million""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[7, 0, 17.5]], ""count_star"": false}"
6320,2-1122164-1,"Who was driving the Maserati with a Grid smaller than 6, and a Time/Retired of +2 laps?",SELECT col0 FROM table WHERE col1 = 'maserati' AND col4 < 6 AND col3 = '+2 laps',SELECT driver FROM wikisql_data WHERE constructor = 'maserati' AND grid < 6 AND laps = 2,False,True,True,False,"cond(gold=[[1, 0, 'maserati'], [4, 2, 6], [3, 0, '+2 laps']] pred=[[1, 0, 'maserati'], [4, 2, 6], [2, 0, 2]])",cond_only,"{""agg"": 0, ""sel"": 0, ""conds"": [[1, 0, ""maserati""], [4, 2, 6], [3, 0, ""+2 laps""]], ""count_star"": false}","{""agg"": 0, ""sel"": 0, ""conds"": [[1, 0, ""maserati""], [4, 2, 6], [2, 0, 2]], ""count_star"": false}"
