idx,db_id,question,hardness,fail_type,gold_sql,pred_sql,error_msg
270,employee_hire_evaluation,What are the manager name and district of the shop that sells the largest number of products?,easy,em_only,"SELECT manager_name ,  district FROM shop ORDER BY number_products DESC LIMIT 1","SELECT manager_name, district FROM shop WHERE number_products = (SELECT MAX(number_products) FROM shop)",
271,employee_hire_evaluation,find the minimum and maximum number of products of all stores.,easy,em_only,"SELECT min(Number_products) ,  max(Number_products) FROM shop","SELECT min(number_products), max(number_products) FROM shop",
272,employee_hire_evaluation,What are the minimum and maximum number of products across all the shops?,easy,em_only,"SELECT min(Number_products) ,  max(Number_products) FROM shop","SELECT min(number_products), max(number_products) FROM shop",
273,employee_hire_evaluation,"Return the name, location and district of all shops in descending order of number of products.",easy,em_only,"SELECT name ,  LOCATION ,  district FROM shop ORDER BY number_products DESC","SELECT name, location, district FROM shop ORDER BY number_products DESC",
274,employee_hire_evaluation,"Sort all the shops by number products in descending order, and return the name, location and district of each shop.",easy,em_only,"SELECT name ,  LOCATION ,  district FROM shop ORDER BY number_products DESC","SELECT name, location, district FROM shop ORDER BY number_products DESC",
276,employee_hire_evaluation,Which shops' number products is above the average? Give me the shop names.,hard,em_only,SELECT name FROM shop WHERE number_products  >  (SELECT avg(number_products) FROM shop),SELECT t1.name FROM shop t1 WHERE t1.number_products > (SELECT avg(number_products) FROM shop),
277,employee_hire_evaluation,find the name of employee who was awarded the most times in the evaluation.,hard,em_only,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID GROUP BY t2.Employee_ID ORDER BY count(*) DESC LIMIT 1,"SELECT t1.name FROM employee t1 JOIN evaluation t2 ON t1.employee_id = t2.employee_id GROUP BY t1.employee_id, t1.name ORDER BY COUNT(*) DESC LIMIT 1",
278,employee_hire_evaluation,Which employee received the most awards in evaluations? Give me the employee name.,hard,em_only,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID GROUP BY t2.Employee_ID ORDER BY count(*) DESC LIMIT 1,SELECT t1.name FROM employee t1 JOIN evaluation t2 ON t1.employee_id = t2.employee_id GROUP BY t1.employee_id ORDER BY COUNT(*) DESC LIMIT 1,
279,employee_hire_evaluation,Find the name of the employee who got the highest one time bonus.,medium,em_only,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID ORDER BY t2.bonus DESC LIMIT 1,SELECT t1.name FROM employee t1 JOIN evaluation t2 ON t1.employee_id = t2.employee_id WHERE t2.bonus = ( SELECT MAX(bonus) FROM evaluation ),
280,employee_hire_evaluation,Which employee received the biggest bonus? Give me the employee name.,medium,em_only,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID ORDER BY t2.bonus DESC LIMIT 1,SELECT t1.name FROM employee t1 JOIN evaluation t2 ON t1.employee_id = t2.employee_id ORDER BY t2.bonus DESC LIMIT 1,
283,employee_hire_evaluation,What is the name of the shop that is hiring the largest number of employees?,hard,em_only,SELECT t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t1.shop_id ORDER BY count(*) DESC LIMIT 1,SELECT t2.name FROM hiring t1 JOIN shop t2 ON t1.shop_id = t2.shop_id GROUP BY t1.shop_id ORDER BY COUNT(*) DESC LIMIT 1,
284,employee_hire_evaluation,Which shop has the most employees? Give me the shop name.,hard,em_only,SELECT t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t1.shop_id ORDER BY count(*) DESC LIMIT 1,SELECT t2.name FROM hiring t1 JOIN shop t2 ON t1.shop_id = t2.shop_id GROUP BY t1.shop_id ORDER BY COUNT(*) DESC LIMIT 1,
287,employee_hire_evaluation,Find the number of employees hired in each shop; show the shop name as well.,hard,exec_error,"SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name","SELECT count(*) , t2.name",no such column: t2.name
288,employee_hire_evaluation,"For each shop, return the number of employees working there and the name of the shop.",hard,exec_error,"SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name","SELECT count(*), t2.name",no such column: t2.name
299,cre_Doc_Template_Mgt,"List document IDs, document names, and document descriptions for all documents.",easy,em_only,"SELECT document_id ,  document_name ,  document_description FROM Documents","SELECT document_id, document_name, document_description FROM documents",
300,cre_Doc_Template_Mgt,"What are the ids, names, and descriptions for all documents?",easy,em_only,"SELECT document_id ,  document_name ,  document_description FROM Documents","SELECT document_id, document_name, document_description FROM documents",
301,cre_Doc_Template_Mgt,What is the document name and template id for document with description with the letter 'w' in it?,easy,em_only,"SELECT document_name ,  template_id FROM Documents WHERE Document_Description LIKE ""%w%""","SELECT document_name, template_id FROM documents WHERE document_description LIKE '%w%'",
302,cre_Doc_Template_Mgt,Return the names and template ids for documents that contain the letter w in their description.,easy,em_only,"SELECT document_name ,  template_id FROM Documents WHERE Document_Description LIKE ""%w%""","SELECT document_name, template_id FROM documents WHERE document_description LIKE '%w%'",
303,cre_Doc_Template_Mgt,"What is the document id, template id and description for document named ""Robbin CV""?",easy,em_only,"SELECT document_id ,  template_id ,  Document_Description FROM Documents WHERE document_name  =  ""Robbin CV""","SELECT document_id, template_id, document_description FROM documents WHERE document_name = 'Robbin CV'",
304,cre_Doc_Template_Mgt,"Return the document id, template id, and description for the document with the name Robbin CV.",easy,em_only,"SELECT document_id ,  template_id ,  Document_Description FROM Documents WHERE document_name  =  ""Robbin CV""","SELECT document_id, template_id, document_description FROM documents WHERE document_name = 'Robbin CV'",
305,cre_Doc_Template_Mgt,How many different templates do all document use?,easy,em_only,SELECT count(DISTINCT template_id) FROM Documents,SELECT COUNT(DISTINCT t2.template_id) FROM documents t1 JOIN templates t2 ON t1.template_id = t2.template_id,
306,cre_Doc_Template_Mgt,Count the number of different templates used for documents.,easy,em_only,SELECT count(DISTINCT template_id) FROM Documents,SELECT COUNT(DISTINCT t1.template_id) FROM documents t1,
307,cre_Doc_Template_Mgt,How many documents are using the template with type code 'PPT'?,medium,em_only,SELECT count(*) FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID  =  T2.Template_ID WHERE T2.Template_Type_Code  =  'PPT',SELECT COUNT(*) FROM documents t1 JOIN templates t2 ON t1.template_id = t2.template_id WHERE t2.template_type_code = 'PPT',
308,cre_Doc_Template_Mgt,Count the number of documents that use the PPT template type.,medium,exec_mismatch,SELECT count(*) FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID  =  T2.Template_ID WHERE T2.Template_Type_Code  =  'PPT',SELECT COUNT(*),"gold=[(3,)] | pred=[(1,)]"
309,cre_Doc_Template_Mgt,Show all template ids and number of documents using each template.,medium,exec_error,"SELECT template_id ,  count(*) FROM Documents GROUP BY template_id","SELECT t1.template_id, COUNT(*)",no such column: t1.template_id
310,cre_Doc_Template_Mgt,"What are all different template ids used for documents, and how many times were each of them used?",medium,em_only,"SELECT template_id ,  count(*) FROM Documents GROUP BY template_id","SELECT template_id, COUNT(*) FROM documents GROUP BY template_id",
311,cre_Doc_Template_Mgt,What is the id and type code for the template used by the most documents?,hard,em_only,"SELECT T1.template_id ,  T2.Template_Type_Code FROM Documents AS T1 JOIN Templates AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_id ORDER BY count(*) DESC LIMIT 1","SELECT t1.template_id, t1.template_type_code FROM templates t1 JOIN documents t2 ON t1.template_id = t2.template_id GROUP BY t1.template_id ORDER BY COUNT(*) DESC LIMIT 1",
312,cre_Doc_Template_Mgt,Return the id and type code of the template that is used for the greatest number of documents.,hard,em_only,"SELECT T1.template_id ,  T2.Template_Type_Code FROM Documents AS T1 JOIN Templates AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_id ORDER BY count(*) DESC LIMIT 1","SELECT t1.template_id, t1.template_type_code FROM templates t1 JOIN documents t2 ON t1.template_id = t2.template_id GROUP BY t1.template_id ORDER BY COUNT(*) DESC LIMIT 1",
313,cre_Doc_Template_Mgt,Show ids for all templates that are used by more than one document.,medium,exec_error,SELECT template_id FROM Documents GROUP BY template_id HAVING count(*)  >  1,SELECT template_id FROM documents GROUP BY template_id WHERE COUNT(*) > 1,"near ""WHERE"": syntax error"
314,cre_Doc_Template_Mgt,What are the template ids of any templates used in more than a single document?,medium,exec_error,SELECT template_id FROM Documents GROUP BY template_id HAVING count(*)  >  1,SELECT template_id FROM documents GROUP BY template_id WHERE COUNT(*) > 1,"near ""WHERE"": syntax error"
315,cre_Doc_Template_Mgt,Show ids for all templates not used by any document.,extra,em_only,SELECT template_id FROM Templates EXCEPT SELECT template_id FROM Documents,SELECT template_id FROM templates WHERE template_id NOT IN (SELECT template_id FROM documents),
316,cre_Doc_Template_Mgt,What are the ids for templates that are not used in any documents?,extra,em_only,SELECT template_id FROM Templates EXCEPT SELECT template_id FROM Documents,SELECT template_id FROM templates WHERE template_id NOT IN (SELECT template_id FROM documents),
319,cre_Doc_Template_Mgt,"Show template ids, version numbers, and template type codes for all templates.",easy,em_only,"SELECT template_id ,  version_number ,  template_type_code FROM Templates","SELECT template_id, version_number, template_type_code FROM templates",
320,cre_Doc_Template_Mgt,"What are the ids, version numbers, and type codes for each template?",easy,em_only,"SELECT template_id ,  version_number ,  template_type_code FROM Templates","SELECT template_id, version_number, template_type_code FROM templates",
322,cre_Doc_Template_Mgt,What are the different template type codes?,easy,em_only,SELECT DISTINCT template_type_code FROM Templates,SELECT DISTINCT template_type_code FROM ref_template_types,
323,cre_Doc_Template_Mgt,What are the ids of templates with template type code PP or PPT?,easy,em_only,"SELECT template_id FROM Templates WHERE template_type_code  =  ""PP"" OR template_type_code  =  ""PPT""",SELECT template_id FROM templates WHERE template_type_code = 'PP' UNION SELECT template_id FROM templates WHERE template_type_code = 'PPT',
324,cre_Doc_Template_Mgt,Return the ids of templates that have the code PP or PPT.,easy,em_only,"SELECT template_id FROM Templates WHERE template_type_code  =  ""PP"" OR template_type_code  =  ""PPT""",SELECT template_id FROM templates WHERE template_type_code = 'PP' UNION SELECT template_id FROM templates WHERE template_type_code = 'PPT',
325,cre_Doc_Template_Mgt,How many templates have template type code CV?,easy,em_only,"SELECT count(*) FROM Templates WHERE template_type_code  =  ""CV""",SELECT COUNT(*) FROM templates WHERE template_type_code = 'CV',
326,cre_Doc_Template_Mgt,Count the number of templates of the type CV.,easy,em_only,"SELECT count(*) FROM Templates WHERE template_type_code  =  ""CV""",SELECT COUNT(*) FROM ref_template_types JOIN templates ON ref_template_types.template_type_code = templates.template_type_code WHERE ref_template_types.template_type_description = 'CV',
327,cre_Doc_Template_Mgt,What is the version number and template type code for the template with version number later than 5?,easy,em_only,"SELECT version_number ,  template_type_code FROM Templates WHERE version_number  >  5","SELECT version_number, template_type_code FROM templates WHERE version_number > 5",
328,cre_Doc_Template_Mgt,Return the version numbers and template type codes of templates with a version number greater than 5.,easy,em_only,"SELECT version_number ,  template_type_code FROM Templates WHERE version_number  >  5","SELECT version_number, template_type_code FROM templates WHERE version_number > 5",
329,cre_Doc_Template_Mgt,Show all template type codes and number of templates for each.,medium,em_only,"SELECT template_type_code ,  count(*) FROM Templates GROUP BY template_type_code","SELECT template_type_code, COUNT(*) FROM templates GROUP BY template_type_code",
330,cre_Doc_Template_Mgt,"What are the different template type codes, and how many templates correspond to each?",medium,em_only,"SELECT template_type_code ,  count(*) FROM Templates GROUP BY template_type_code","SELECT template_type_code, COUNT(*) FROM templates GROUP BY template_type_code",
333,cre_Doc_Template_Mgt,Show all template type codes with less than three templates.,medium,em_only,SELECT template_type_code FROM Templates GROUP BY template_type_code HAVING count(*)  <  3,SELECT t1.template_type_code FROM ref_template_types t1 JOIN templates t2 ON t1.template_type_code = t2.template_type_code GROUP BY t1.template_type_code HAVING COUNT(*) < 3,
334,cre_Doc_Template_Mgt,What are the codes of template types that have fewer than 3 templates?,medium,em_only,SELECT template_type_code FROM Templates GROUP BY template_type_code HAVING count(*)  <  3,SELECT t1.template_type_code FROM templates t1 GROUP BY t1.template_type_code HAVING COUNT(*) < 3,
335,cre_Doc_Template_Mgt,What the smallest version number and its template type code?,easy,exec_mismatch,"SELECT min(Version_Number) ,  template_type_code FROM Templates","SELECT min(version_number), template_type_code FROM templates GROUP BY template_type_code","gold=[(0, 'pp')] | pred=[(0, 'pp'), (1, 'ppt'), (2, 'bk'), (5, 'cv'), (7, 'ad')]"
336,cre_Doc_Template_Mgt,"Return the lowest version number, along with its corresponding template type code.",easy,exec_mismatch,"SELECT min(Version_Number) ,  template_type_code FROM Templates","SELECT min(version_number), template_type_code FROM templates GROUP BY template_type_code","gold=[(0, 'pp')] | pred=[(0, 'pp'), (1, 'ppt'), (2, 'bk'), (5, 'cv'), (7, 'ad')]"
337,cre_Doc_Template_Mgt,"What is the template type code of the template used by document with the name ""Data base""?",medium,em_only,"SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id WHERE T2.document_name  =  ""Data base""",SELECT t1.template_type_code FROM templates t1 JOIN documents t2 ON t1.template_id = t2.template_id WHERE t2.document_name = 'Data base',
338,cre_Doc_Template_Mgt,Return the template type code of the template that is used by a document named Data base.,medium,em_only,"SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id WHERE T2.document_name  =  ""Data base""",SELECT t1.template_type_code FROM templates t1 JOIN documents t2 ON t1.template_id = t2.template_id WHERE t2.document_name = 'Data base',
339,cre_Doc_Template_Mgt,Show all document names using templates with template type code BK.,medium,em_only,"SELECT T2.document_name FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id WHERE T1.template_type_code  =  ""BK""",SELECT t3.document_name FROM templates t1 JOIN documents t3 ON t1.template_id = t3.template_id WHERE t1.template_type_code = 'BK',
340,cre_Doc_Template_Mgt,What are the names of documents that use templates with the code BK?,medium,em_only,"SELECT T2.document_name FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id WHERE T1.template_type_code  =  ""BK""",SELECT t2.document_name FROM templates t1 JOIN documents t2 ON t1.template_id = t2.template_id WHERE t1.template_type_code = 'BK',
341,cre_Doc_Template_Mgt,Show all template type codes and the number of documents using each type.,hard,exec_error,"SELECT T1.template_type_code ,  count(*) FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code","SELECT t1.template_type_code, COUNT(*)",no such column: t1.template_type_code
342,cre_Doc_Template_Mgt,"What are the different template type codes, and how many documents use each type?",hard,exec_error,"SELECT T1.template_type_code ,  count(*) FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code","SELECT t1.template_type_code, COUNT(*)",no such column: t1.template_type_code
343,cre_Doc_Template_Mgt,Which template type code is used by most number of documents?,hard,em_only,SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code ORDER BY count(*) DESC LIMIT 1,SELECT t1.template_type_code FROM templates t1 JOIN documents t2 ON t1.template_id = t2.template_id GROUP BY t1.template_type_code ORDER BY COUNT(*) DESC LIMIT 1,
344,cre_Doc_Template_Mgt,Return the code of the template type that is most commonly used in documents.,hard,em_only,SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code ORDER BY count(*) DESC LIMIT 1,SELECT t1.template_type_code FROM templates t1 JOIN documents t2 ON t1.template_id = t2.template_id GROUP BY t1.template_type_code ORDER BY COUNT(*) DESC LIMIT 1,
345,cre_Doc_Template_Mgt,Show all template type codes that are not used by any document.,extra,em_only,SELECT template_type_code FROM Templates EXCEPT SELECT template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id,SELECT template_type_code FROM ref_template_types EXCEPT SELECT t1.template_type_code FROM ref_template_types t1 JOIN templates t2 ON t1.template_type_code = t2.template_type_code JOIN documents t3 ON t2.template_id = t3.template_id,
346,cre_Doc_Template_Mgt,What are the codes of template types that are not used for any document?,extra,em_only,SELECT template_type_code FROM Templates EXCEPT SELECT template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id,SELECT template_type_code FROM ref_template_types EXCEPT SELECT template_type_code FROM templates JOIN documents ON templates.template_id = documents.template_id,
347,cre_Doc_Template_Mgt,Show all template type codes and descriptions.,easy,em_only,"SELECT template_type_code ,  template_type_description FROM Ref_template_types","SELECT template_type_code, template_type_description FROM ref_template_types",
348,cre_Doc_Template_Mgt,What are the type codes and descriptions for all template types?,easy,em_only,"SELECT template_type_code ,  template_type_description FROM Ref_template_types","SELECT template_type_code, template_type_description FROM ref_template_types",
349,cre_Doc_Template_Mgt,"What is the template type descriptions for template type code ""AD"".",easy,em_only,"SELECT template_type_description FROM Ref_template_types WHERE template_type_code  =  ""AD""",SELECT template_type_description FROM ref_template_types WHERE template_type_code = 'AD',
350,cre_Doc_Template_Mgt,Return the template type description of the template type with the code AD.,easy,em_only,"SELECT template_type_description FROM Ref_template_types WHERE template_type_code  =  ""AD""",SELECT template_type_description FROM ref_template_types WHERE template_type_code = 'AD',
351,cre_Doc_Template_Mgt,"What is the template type code for template type description ""Book"".",easy,em_only,"SELECT template_type_code FROM Ref_template_types WHERE template_type_description  =  ""Book""",SELECT template_type_code FROM ref_template_types WHERE template_type_description = 'Book',
352,cre_Doc_Template_Mgt,"Return the type code of the template type with the description ""Book"".",easy,em_only,"SELECT template_type_code FROM Ref_template_types WHERE template_type_description  =  ""Book""",SELECT template_type_code FROM ref_template_types WHERE template_type_description = 'Book',
353,cre_Doc_Template_Mgt,What are the distinct template type descriptions for the templates ever used by any document?,hard,em_only,SELECT DISTINCT T1.template_type_description FROM Ref_template_types AS T1 JOIN Templates AS T2 ON T1.template_type_code  = T2.template_type_code JOIN Documents AS T3 ON T2.Template_ID  =  T3.template_ID,SELECT DISTINCT t2.template_type_description FROM documents t1 JOIN templates t3 ON t1.template_id = t3.template_id JOIN ref_template_types t2 ON t3.template_type_code = t2.template_type_code,
354,cre_Doc_Template_Mgt,Return the different descriptions for templates that have been used in a document.,hard,exec_error,SELECT DISTINCT T1.template_type_description FROM Ref_template_types AS T1 JOIN Templates AS T2 ON T1.template_type_code  = T2.template_type_code JOIN Documents AS T3 ON T2.Template_ID  =  T3.template_ID,SELECT DISTINCT t2.template_type_description FROM documents t1 JOIN templates t2 ON t1.template_id = t2.template_id,no such column: t2.template_type_description
355,cre_Doc_Template_Mgt,"What are the template ids with template type description ""Presentation"".",medium,exec_error,"SELECT T2.template_id FROM Ref_template_types AS T1 JOIN Templates AS T2 ON T1.template_type_code  = T2.template_type_code WHERE T1.template_type_description  =  ""Presentation""",SELECT t2.template_id,no such column: t2.template_id
356,cre_Doc_Template_Mgt,Return the ids corresponding to templates with the description 'Presentation'.,medium,em_only,"SELECT T2.template_id FROM Ref_template_types AS T1 JOIN Templates AS T2 ON T1.template_type_code  = T2.template_type_code WHERE T1.template_type_description  =  ""Presentation""",SELECT t1.template_id FROM templates t1 JOIN ref_template_types t2 ON t1.template_type_code = t2.template_type_code WHERE t2.template_type_description = 'Presentation',
359,cre_Doc_Template_Mgt,How many paragraphs for the document with name 'Summer Show'?,medium,em_only,SELECT count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_ID  =  T2.document_ID WHERE T2.document_name  =  'Summer Show',SELECT COUNT(*) FROM paragraphs JOIN documents ON paragraphs.document_id = documents.document_id WHERE documents.document_name = 'Summer Show',
360,cre_Doc_Template_Mgt,Count the number of paragraphs in the document named 'Summer Show'.,medium,em_only,SELECT count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_ID  =  T2.document_ID WHERE T2.document_name  =  'Summer Show',SELECT COUNT(*) FROM paragraphs t1 JOIN documents t2 ON t1.document_id = t2.document_id WHERE t2.document_name = 'Summer Show',
361,cre_Doc_Template_Mgt,Show paragraph details for paragraph with text 'Korea ' .,easy,exec_mismatch,select other_details from paragraphs where paragraph_text like 'korea',"SELECT t1.paragraph_text, t1.other_details FROM paragraphs t1 WHERE t1.paragraph_text = 'Korea '","gold=[(None,), (None,)] | pred=[]"
362,cre_Doc_Template_Mgt,What are the details for the paragraph that includes the text 'Korea ' ?,easy,exec_mismatch,select other_details from paragraphs where paragraph_text like 'korea',"SELECT paragraph_text, other_details FROM paragraphs WHERE paragraph_text LIKE '%Korea %'","gold=[(None,), (None,)] | pred=[]"
363,cre_Doc_Template_Mgt,Show all paragraph ids and texts for the document with name 'Welcome to NY'.,medium,exec_error,"SELECT T1.paragraph_id ,   T1.paragraph_text FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id WHERE T2.Document_Name  =  'Welcome to NY'","SELECT t1.paragraph_id, t1.paragraph_text",no such column: t1.paragraph_id
364,cre_Doc_Template_Mgt,What are the ids and texts of paragraphs in the document titled 'Welcome to NY'?,medium,em_only,"SELECT T1.paragraph_id ,   T1.paragraph_text FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id WHERE T2.Document_Name  =  'Welcome to NY'","SELECT t2.paragraph_id, t2.paragraph_text FROM documents t1 JOIN paragraphs t2 ON t1.document_id = t2.document_id WHERE t1.document_name = 'Welcome to NY'",
365,cre_Doc_Template_Mgt,"Show all paragraph texts for the document ""Customer reviews"".",medium,em_only,"SELECT T1.paragraph_text FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id WHERE T2.document_name  =  ""Customer reviews""",SELECT t2.paragraph_text FROM documents t1 JOIN paragraphs t2 ON t1.document_id = t2.document_id WHERE t1.document_name = 'Customer reviews',
366,cre_Doc_Template_Mgt,What are the paragraph texts for the document with the name 'Customer reviews'?,medium,em_only,"SELECT T1.paragraph_text FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id WHERE T2.document_name  =  ""Customer reviews""",SELECT t2.paragraph_text FROM documents t1 JOIN paragraphs t2 ON t1.document_id = t2.document_id WHERE t1.document_name = 'Customer reviews',
367,cre_Doc_Template_Mgt,Show all document ids and the number of paragraphs in each document. Order by document id.,medium,exec_error,"SELECT document_id ,  count(*) FROM Paragraphs GROUP BY document_id ORDER BY document_id","SELECT t1.document_id, COUNT(*)",no such column: t1.document_id
368,cre_Doc_Template_Mgt,"Return the different document ids along with the number of paragraphs corresponding to each, ordered by id.",medium,em_only,"SELECT document_id ,  count(*) FROM Paragraphs GROUP BY document_id ORDER BY document_id","SELECT document_id, COUNT(*) FROM paragraphs GROUP BY document_id ORDER BY document_id",
369,cre_Doc_Template_Mgt,"Show all document ids, names and the number of paragraphs in each document.",hard,exec_error,"SELECT T1.document_id ,  T2.document_name ,  count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id","SELECT t1.document_id, t1.document_name, COUNT(*)",no such column: t1.document_id
370,cre_Doc_Template_Mgt,"What are the ids and names of each document, as well as the number of paragraphs in each?",hard,exec_error,"SELECT T1.document_id ,  T2.document_name ,  count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id","SELECT t1.document_id, t1.document_name, COUNT(*)",no such column: t1.document_id
371,cre_Doc_Template_Mgt,List all document ids with at least two paragraphs.,medium,em_only,SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*)  >=  2,SELECT t1.document_id FROM documents t1 JOIN paragraphs t2 ON t1.document_id = t2.document_id GROUP BY t1.document_id HAVING COUNT(*) >= 2,
372,cre_Doc_Template_Mgt,What are the ids of documents that have 2 or more paragraphs?,medium,em_only,SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*)  >=  2,SELECT t1.document_id FROM documents t1 JOIN paragraphs t2 ON t1.document_id = t2.document_id GROUP BY t1.document_id HAVING COUNT(*) >= 2,
373,cre_Doc_Template_Mgt,What is the document id and name with greatest number of paragraphs?,hard,exec_error,"SELECT T1.document_id ,  T2.document_name FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id ORDER BY count(*) DESC LIMIT 1","SELECT t1.document_id, t1.document_name",no such column: t1.document_id
374,cre_Doc_Template_Mgt,Return the id and name of the document with the most paragraphs.,hard,exec_error,"SELECT T1.document_id ,  T2.document_name FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id ORDER BY count(*) DESC LIMIT 1","SELECT t1.document_id, t1.document_name",no such column: t1.document_id
375,cre_Doc_Template_Mgt,What is the document id with least number of paragraphs?,medium,em_only,SELECT document_id FROM Paragraphs GROUP BY document_id ORDER BY count(*) ASC LIMIT 1,SELECT t1.document_id FROM documents t1 JOIN paragraphs t2 ON t1.document_id = t2.document_id GROUP BY t1.document_id ORDER BY COUNT(*) LIMIT 1,
376,cre_Doc_Template_Mgt,Return the id of the document with the fewest paragraphs.,medium,em_only,SELECT document_id FROM Paragraphs GROUP BY document_id ORDER BY count(*) ASC LIMIT 1,SELECT t1.document_id FROM paragraphs t1 GROUP BY t1.document_id ORDER BY COUNT(*) LIMIT 1,
377,cre_Doc_Template_Mgt,What is the document id with 1 to 2 paragraphs?,medium,em_only,SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*) BETWEEN 1 AND 2,SELECT document_id FROM paragraphs GROUP BY document_id HAVING COUNT(*) >= 1 AND COUNT(*) <= 2,
378,cre_Doc_Template_Mgt,Give the ids of documents that have between one and two paragraphs.,medium,em_only,SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*) BETWEEN 1 AND 2,SELECT t1.document_id FROM documents t1 JOIN paragraphs t2 ON t1.document_id = t2.document_id GROUP BY t1.document_id HAVING COUNT(*) >= 1 AND COUNT(*) <= 2,
379,cre_Doc_Template_Mgt,Show the document id with paragraph text 'Brazil' and 'Ireland'.,extra,em_only,SELECT document_id FROM Paragraphs WHERE paragraph_text  =  'Brazil' INTERSECT SELECT document_id FROM Paragraphs WHERE paragraph_text  =  'Ireland',SELECT t1.document_id FROM paragraphs t1 JOIN paragraphs t2 ON t1.document_id = t2.document_id WHERE t1.paragraph_text = 'Brazil' AND t2.paragraph_text = 'Ireland',
380,cre_Doc_Template_Mgt,What are the ids of documents that contain the paragraph text 'Brazil' and 'Ireland'?,extra,exec_mismatch,SELECT document_id FROM Paragraphs WHERE paragraph_text  =  'Brazil' INTERSECT SELECT document_id FROM Paragraphs WHERE paragraph_text  =  'Ireland',SELECT t1.document_id FROM paragraphs t1 JOIN paragraphs t2 ON t1.document_id = t2.document_id,"gold=[(16514113,)] | pred=[(3,), (80,), (80,), (80,), (80,), (2394,), (2394,), (2394,)"
383,course_teach,List the names of teachers in ascending order of age.,easy,em_only,SELECT Name FROM teacher ORDER BY Age ASC,SELECT name FROM teacher ORDER BY age,
384,course_teach,What are the names of the teachers ordered by ascending age?,easy,em_only,SELECT Name FROM teacher ORDER BY Age ASC,SELECT name FROM teacher ORDER BY age,
385,course_teach,What are the age and hometown of teachers?,easy,em_only,"SELECT Age ,  Hometown FROM teacher","SELECT age, hometown FROM teacher",
386,course_teach,What is the age and hometown of every teacher?,easy,em_only,"SELECT Age ,  Hometown FROM teacher","SELECT age, hometown FROM teacher",
